primary_sta,secondary_sta,orbitNumber_primary,orbitDirection_primary,ascendingNodeDate_primary,startTimeFromAscendingNode_primary,completionTimeFromAscendingNode_primary,dataTakeID_primary,primaryImageSelectionInformation_secondary,normalBaseline_secondary,averageRangeCoregistrationShift_secondary,averageAzimuthCoregistrationShift_secondary,orbitNumber_secondary,orbitDirection_secondary,ascendingNodeDate_secondary,startTimeFromAscendingNode_secondary,completionTimeFromAscendingNode_secondary,dataTakeID_secondary,centerLat_secondary,centerLon_secondary,mean(|coh|),min(|coh|),max(|coh|),median(|coh|),frame,phaseCorrectionMode,date_primary,date_secondary
BIO_S1_STA__1S_20250607T224810_20250607T224831_C_G___M___C___T____F161_01_DGQTTY,BIO_S1_STA__1S_20250619T224810_20250619T224831_C_G___M___C___T____F161_01_DGQTSX,581,DESCENDING,2025-06-07T21:57:34.389Z,3036130,3056912,4762332,Geometry,-74.60312597064875,59.65755264871669,-38.4860439618699,757,DESCENDING,2025-06-07T21:57:34.389Z,3036130,3056912,6204124,-6.947316,-70.489998,0.8904568122331535,0.0006751314372004894,0.9999999999999999,0.9087681118675226,161,None,20250607T224810,20250619T224810
BIO_S1_STA__1S_20250607T224810_20250607T224831_C_G___M___C___T____F161_01_DGQTTY,BIO_S1_STA__1S_20250622T224812_20250622T224833_C_G___M___C___T____F161_01_DGQTTP,581,DESCENDING,2025-06-07T21:57:34.389Z,3036130,3056912,4762332,Geometry,-811.3981692707658,320.88512524174945,-209.98209100580968,801,DESCENDING,2025-06-07T21:57:34.389Z,3036130,3056912,6564572,-6.947316,-70.489998,0.4911667912239965,0.00010136900538270462,0.9999999999999999,0.500532488931638,161,None,20250607T224810,20250622T224812
BIO_S1_STA__1S_20250607T224945_20250607T225006_C_G___M___C___T____F166_01_DGR0KJ,BIO_S1_STA__1S_20250613T224945_20250613T225005_C_G___M___C___T____F166_01_DGR0LA,581,DESCENDING,2025-06-07T21:57:34.389Z,3131257,3152043,4762332,Geometry,137.71854522654198,-130.47959971821535,153.75630356346312,669,DESCENDING,2025-06-07T21:57:34.389Z,3131257,3152043,5483228,-12.741486,-71.645039,0.6604396099239687,0.0003070706239451952,0.9999999999999999,0.6876759753069271,166,None,20250607T224945,20250613T224945
BIO_S1_STA__1S_20250607T224945_20250607T225006_C_G___M___C___T____F166_01_DGR0KJ,BIO_S1_STA__1S_20250616T224943_20250616T225004_C_G___M___C___T____F166_01_DGR0KS,581,DESCENDING,2025-06-07T21:57:34.389Z,3131257,3152043,4762332,Geometry,725.283272892009,-408.37940999164346,211.69276603101196,713,DESCENDING,2025-06-07T21:57:34.389Z,3131257,3152043,5843676,-12.741486,-71.645039,0.49294968424995367,0.00030265384378584166,0.9999999999999999,0.5037310557401862,166,None,20250607T224945,20250616T224943
BIO_S1_STA__1S_20250607T224945_20250607T225006_C_G___M___C___T____F166_01_DGR0KJ,BIO_S1_STA__1S_20250622T224947_20250622T225008_C_G___M___C___T____F166_01_DGR0K9,581,DESCENDING,2025-06-07T21:57:34.389Z,3131257,3152043,4762332,Geometry,-796.9598177802803,318.8102698836537,-125.03968272648727,801,DESCENDING,2025-06-07T21:57:34.389Z,3131257,3152043,6564572,-12.741486,-71.645039,0.43331973328067647,0.00010337575884953247,0.9999999999999999,0.4207297737749288,166,None,20250607T224945,20250622T224947
BIO_S1_STA__1S_20250607T225004_20250607T225025_C_G___M___C___T____F167_01_DGQSPI,BIO_S1_STA__1S_20250610T225004_20250610T225024_C_G___M___C___T____F167_01_DGQSOZ,581,DESCENDING,2025-06-07T21:57:34.389Z,3150063,3170851,4762332,Geometry,186.3457962176069,-112.58143797343806,-18.732235877267197,625,DESCENDING,2025-06-07T21:57:34.389Z,3150063,3170851,5122780,-13.893974,-71.835406,0.6356782216510611,0.00013103786008161194,0.9999999999999999,0.6662977808957732,167,None,20250607T225004,20250610T225004
BIO_S1_STA__1S_20250607T225004_20250607T225025_C_G___M___C___T____F167_01_DGQSPI,BIO_S1_STA__1S_20250619T225004_20250619T225025_C_G___M___C___T____F167_01_DGQSP9,581,DESCENDING,2025-06-07T21:57:34.389Z,3150063,3170851,4762332,Geometry,-86.42389317781536,63.116140158643624,-42.65539330182266,757,DESCENDING,2025-06-07T21:57:34.389Z,3150063,3170851,6204124,-13.893974,-71.835406,0.7288504295618863,0.0002483372157233929,0.9999999999999999,0.7763976350924229,167,None,20250607T225004,20250619T225004
BIO_S1_STA__1S_20250607T225042_20250607T225103_C_G___M___C___T____F169_01_DGQLKY,BIO_S1_STA__1S_20250616T225040_20250616T225101_C_G___M___C___T____F169_01_DGQLKO,581,DESCENDING,2025-06-07T21:57:34.389Z,3188011,3208802,4762332,Geometry,710.1205826879377,-398.39578433874107,-61.12679973508486,713,DESCENDING,2025-06-07T21:57:34.389Z,3188011,3208802,5843676,-16.193326,-72.350362,0.5001335281504877,3.092394419858447e-05,0.9999999999999999,0.5084869742869647,169,None,20250607T225042,20250616T225040
BIO_S1_STA__1S_20250607T225042_20250607T225103_C_G___M___C___T____F169_01_DGQLKY,BIO_S1_STA__1S_20250619T225042_20250619T225103_C_G___M___C___T____F169_01_DGQLLP,581,DESCENDING,2025-06-07T21:57:34.389Z,3188011,3208802,4762332,Geometry,-90.0139700853831,58.374071424908905,-339.5145842135526,757,DESCENDING,2025-06-07T21:57:34.389Z,3188011,3208802,6204124,-16.193326,-72.350362,0.7221922106388751,0.00017932512010628005,0.9999999999999999,0.8009100518614926,169,None,20250607T225042,20250619T225042
BIO_S1_STA__1S_20250607T225139_20250607T225200_C_G___M___C___T____F172_01_DGQPJ9,BIO_S1_STA__1S_20250610T225139_20250610T225159_C_G___M___C___T____F172_01_DGQPJH,581,DESCENDING,2025-06-07T21:57:34.389Z,3245165,3265959,4762332,Geometry,187.8116283363147,-111.44795929030056,105.66818184650518,625,DESCENDING,2025-06-07T21:57:34.389Z,3245165,3265959,5122780,-19.656624,-73.121844,0.24114158445717307,1.454210398737338e-05,0.9999999999999999,0.21310799705888198,172,None,20250607T225139,20250610T225139
BIO_S1_STA__1S_20250607T225139_20250607T225200_C_G___M___C___T____F172_01_DGQPJ9,BIO_S1_STA__1S_20250613T225139_20250613T225159_C_G___M___C___T____F172_01_DGQPJZ,581,DESCENDING,2025-06-07T21:57:34.389Z,3245165,3265959,4762332,Geometry,136.88279767456865,-121.15788362751225,523.4798446443743,669,DESCENDING,2025-06-07T21:57:34.389Z,3245165,3265959,5483228,-19.656624,-73.121844,0.24467475118679302,0.00010042951320347849,0.9999999999999999,0.21685671079325614,172,None,20250607T225139,20250613T225139
BIO_S1_STA__1S_20250607T225139_20250607T225200_C_G___M___C___T____F172_01_DGQPJ9,BIO_S1_STA__1S_20250619T225139_20250619T225200_C_G___M___C___T____F172_01_DGQPJQ,581,DESCENDING,2025-06-07T21:57:34.389Z,3245165,3265959,4762332,Geometry,-95.08914210416131,66.10822287700744,-204.13036928090204,757,DESCENDING,2025-06-07T21:57:34.389Z,3245165,3265959,6204124,-19.656624,-73.121844,0.24556601059646463,3.1097672879209e-05,0.9999999999999999,0.21776302297436353,172,None,20250607T225139,20250619T225139
BIO_S1_STA__1S_20250608T025757_20250608T025810_C_G___M___C___T____F019_01_DGX7MN,BIO_S1_STA__1S_20250617T025755_20250617T025808_C_G___M___C___T____F019_01_DGX7N7,584,ASCENDING,2025-06-08T02:52:07.349Z,350460,363010,4784467,Geometry,-737.6546267535083,332.6037675445742,-431.1169717597398,716,ASCENDING,2025-06-08T02:52:07.349Z,350460,363010,5865810,21.125535,39.542909,0.28383260047689596,2.772441575944633e-05,0.9999999999999999,0.2344168833949415,19,None,20250608T025757,20250617T025755
BIO_S1_STA__1S_20250608T042106_20250608T042127_C_G___M___C___T____F282_01_DGX6D3,BIO_S1_STA__1S_20250611T042106_20250611T042127_C_G___M___C___T____F282_01_DGX6CU,584,ASCENDING,2025-06-08T02:52:07.349Z,5339650,5360455,4789436,Geometry,-158.31529660477128,51.510725662459194,-709.1353298654552,628,ASCENDING,2025-06-08T02:52:07.349Z,5339650,5360455,5149884,-33.377091,26.975768,0.27876657366371305,1.5529276201318127e-05,0.9999999999999999,0.2578219444308491,282,None,20250608T042106,20250611T042106
BIO_S1_STA__1S_20250608T042106_20250608T042127_C_G___M___C___T____F282_01_DGX6D3,BIO_S1_STA__1S_20250620T042107_20250620T042128_C_G___M___C___T____F282_01_DGX6DC,584,ASCENDING,2025-06-08T02:52:07.349Z,5339650,5360455,4789436,Geometry,68.30823753192313,-18.885945577197724,-414.20253898540966,760,ASCENDING,2025-06-08T02:52:07.349Z,5339650,5360455,6231228,-33.377091,26.975768,0.4382757123151608,8.007544974881726e-05,0.9999999999999999,0.4282630084335909,282,None,20250608T042106,20250620T042107
BIO_S1_STA__1S_20250608T042126_20250608T042146_C_G___M___C___T____F283_01_DGWQFJ,BIO_S1_STA__1S_20250611T042125_20250611T042146_C_G___M___C___T____F283_01_DGWQF1,584,ASCENDING,2025-06-08T02:52:07.349Z,5358717,5379520,4789436,Geometry,-161.69669647376102,52.789791392781986,181.74214609673555,628,ASCENDING,2025-06-08T02:52:07.349Z,5358717,5379520,5149884,-32.226999,26.689899,0.7798902249378978,0.0007388763978296378,0.9999999999999999,0.8058539877980697,283,None,20250608T042126,20250611T042125
BIO_S1_STA__1S_20250608T042126_20250608T042146_C_G___M___C___T____F283_01_DGWQFJ,BIO_S1_STA__1S_20250623T042128_20250623T042148_C_G___M___C___T____F283_01_DGWQFS,584,ASCENDING,2025-06-08T02:52:07.349Z,5358717,5379520,4789436,Geometry,743.235539291874,-296.6574181918931,-192.28903264505792,804,ASCENDING,2025-06-08T02:52:07.349Z,5358717,5379520,6591676,-32.226999,26.689899,0.47873996776960204,0.0001042170426782297,0.9999999999999999,0.48618945908906047,283,None,20250608T042126,20250623T042128
BIO_S1_STA__1S_20250608T042144_20250608T042205_C_G___M___C___T____F284_01_DGWPWP,BIO_S1_STA__1S_20250611T042144_20250611T042205_C_G___M___C___T____F284_01_DGWPXL,584,ASCENDING,2025-06-08T02:52:07.349Z,5377643,5398446,4789436,Geometry,-164.97818849995522,54.44297935363562,16.938632928740574,628,ASCENDING,2025-06-08T02:52:07.349Z,5377643,5398446,5149884,-31.083836,26.415944,0.8079030030062745,0.0005721531008131784,0.9999999999999999,0.8311794550833433,284,None,20250608T042144,20250611T042144
BIO_S1_STA__1S_20250608T042144_20250608T042205_C_G___M___C___T____F284_01_DGWPWP,BIO_S1_STA__1S_20250623T042146_20250623T042207_C_G___M___C___T____F284_01_DGWPXB,584,ASCENDING,2025-06-08T02:52:07.349Z,5377643,5398446,4789436,Geometry,751.8365631956494,-300.93344305381686,-164.8727096631228,804,ASCENDING,2025-06-08T02:52:07.349Z,5377643,5398446,6591676,-31.083836,26.415944,0.41725519409125045,8.157800709221123e-05,0.9999999999999999,0.41407632757056506,284,None,20250608T042144,20250623T042146
BIO_S1_STA__1S_20250608T042204_20250608T042224_C_G___M___C___T____F285_01_DGWYOB,BIO_S1_STA__1S_20250611T042203_20250611T042224_C_G___M___C___T____F285_01_DGWYP4,584,ASCENDING,2025-06-08T02:52:07.349Z,5396740,5417542,4789436,Geometry,-168.21615797374898,56.385319683901436,448.89139782663267,628,ASCENDING,2025-06-08T02:52:07.349Z,5396740,5417542,5149884,-29.928765,26.14903,0.8322780513074842,0.000696978792304148,0.9999999999999999,0.8509665407154678,285,None,20250608T042204,20250611T042203
BIO_S1_STA__1S_20250608T042455_20250608T042516_C_G___M___C___T____F294_01_DGX14G,BIO_S1_STA__1S_20250614T042454_20250614T042515_C_G___M___C___T____F294_01_DGX151,584,ASCENDING,2025-06-08T02:52:07.349Z,5567947,5588740,4789436,Geometry,-167.78152690874987,103.91399739687813,-247.71499961374596,672,ASCENDING,2025-06-08T02:52:07.349Z,5567947,5588740,5510332,-19.553052,23.870886,0.7385572439342569,0.0013580783678244657,0.9999999999999999,0.7513321267664872,294,None,20250608T042455,20250614T042454
BIO_S1_STA__1S_20250608T042455_20250608T042516_C_G___M___C___T____F294_01_DGX14G,BIO_S1_STA__1S_20250620T042455_20250620T042516_C_G___M___C___T____F294_01_DGX159,584,ASCENDING,2025-06-08T02:52:07.349Z,5567947,5588740,4789436,Geometry,106.51098035295009,-27.019169640447913,-69.75578098092701,760,ASCENDING,2025-06-08T02:52:07.349Z,5567947,5588740,6231228,-19.553052,23.870886,0.9287339725711948,0.004462243645385272,0.9999999999999999,0.9415845746480789,294,None,20250608T042455,20250620T042455
BIO_S1_STA__1S_20250614T042513_20250614T042534_C_G___M___C___T____F295_01_DGWR6B,BIO_S1_STA__1S_20250608T042514_20250608T042535_C_G___M___C___T____F295_01_DGWR7K,672,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,5510332,Geometry,168.97245328854882,-105.06900023504006,306.49029567700796,584,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,4789436,-18.39563,23.626835,0.7027065875543295,0.0010200815116797116,0.9999999999999999,0.7190802584627939,295,None,20250614T042513,20250608T042514
BIO_S1_STA__1S_20250614T042513_20250614T042534_C_G___M___C___T____F295_01_DGWR6B,BIO_S1_STA__1S_20250611T042513_20250611T042534_C_G___M___C___T____F295_01_DGWR7B,672,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,5510332,Geometry,-27.46931472296105,-34.62003558916762,337.1906863950944,628,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,5149884,-18.39563,23.626835,0.7347051748137186,0.0011897819677428188,0.9999999999999999,0.7517333997501303,295,None,20250614T042513,20250611T042513
BIO_S1_STA__1S_20250614T042513_20250614T042534_C_G___M___C___T____F295_01_DGWR6B,BIO_S1_STA__1S_20250617T042512_20250617T042533_C_G___M___C___T____F295_01_DGWR72,672,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,5510332,Geometry,-676.8872008176304,276.80539528845,263.1654272009285,716,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,5870780,-18.39563,23.626835,0.6686120214816671,0.0009367811350911898,0.9999999999999999,0.6802352136396314,295,None,20250614T042513,20250617T042512
BIO_S1_STA__1S_20250614T042513_20250614T042534_C_G___M___C___T____F295_01_DGWR6B,BIO_S1_STA__1S_20250623T042516_20250623T042537_C_G___M___C___T____F295_01_DGWR6S,672,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,5510332,Geometry,994.124572126234,-432.2436019433668,47.0340061547878,804,ASCENDING,2025-06-14T02:52:06.831Z,5586993,5607785,6591676,-18.39563,23.626835,0.4985815778306696,0.00029974602771846466,0.9999999999999999,0.5057517899600791,295,None,20250614T042513,20250623T042516
BIO_S1_STA__1S_20250608T042611_20250608T042632_C_G___M___C___T____F298_01_DGXAWA,BIO_S1_STA__1S_20250611T042610_20250611T042631_C_G___M___C___T____F298_01_DGXAWI,584,ASCENDING,2025-06-08T02:52:07.349Z,5643981,5664770,4789436,Geometry,-203.3982944498617,73.68518121838976,69.21136253921044,628,ASCENDING,2025-06-08T02:52:07.349Z,5643981,5664770,5149884,-14.937107,22.892353,0.8220354403535501,0.00020795338332969495,0.9999999999999999,0.8966958712932099,298,None,20250608T042611,20250611T042610
BIO_S1_STA__1S_20250608T042611_20250608T042632_C_G___M___C___T____F298_01_DGXAWA,BIO_S1_STA__1S_20250614T042610_20250614T042631_C_G___M___C___T____F298_01_DGXAW0,584,ASCENDING,2025-06-08T02:52:07.349Z,5643981,5664770,4789436,Geometry,-172.06764275453736,106.4241349963515,158.95692942706344,672,ASCENDING,2025-06-08T02:52:07.349Z,5643981,5664770,5510332,-14.937107,22.892353,0.7967171830441854,0.00032477051823806677,0.9999999999999999,0.8841792480295042,298,None,20250608T042611,20250614T042610
BIO_S1_STA__1S_20250608T042649_20250608T042710_C_G___M___C___T____F300_01_DGX8M5,BIO_S1_STA__1S_20250611T042648_20250611T042709_C_G___M___C___T____F300_01_DGX8MM,584,ASCENDING,2025-06-08T02:52:07.349Z,5682078,5702865,4789436,Geometry,-207.6634041289752,76.16394931903373,61.439273060108256,628,ASCENDING,2025-06-08T02:52:07.349Z,5682078,5702865,5149884,-12.622451,22.407689,0.7310562093969779,0.0003924112446502624,0.9999999999999999,0.8047885528925871,300,None,20250608T042649,20250611T042648
BIO_S1_STA__1S_20250608T042727_20250608T042748_C_G___M___C___T____F302_01_DGX176,BIO_S1_STA__1S_20250611T042726_20250611T042747_C_G___M___C___T____F302_01_DGX18S,584,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,4789436,Geometry,-211.5763376815205,78.61932847758438,7.383517966870335,628,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,5149884,-10.317692,21.925715,0.7062734276782545,8.501503310018162e-05,0.9999999999999999,0.7803748860938633,302,None,20250608T042727,20250611T042726
BIO_S1_STA__1S_20250608T042727_20250608T042748_C_G___M___C___T____F302_01_DGX176,BIO_S1_STA__1S_20250614T042726_20250614T042747_C_G___M___C___T____F302_01_DGX17F,584,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,4789436,Geometry,-175.2474402422579,111.02498012282226,27.81546396517042,672,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,5510332,-10.317692,21.925715,0.9367974590866643,0.001000598240273034,0.9999999999999999,0.9426319800372449,302,None,20250608T042727,20250614T042726
BIO_S1_STA__1S_20250608T042727_20250608T042748_C_G___M___C___T____F302_01_DGX176,BIO_S1_STA__1S_20250617T042725_20250617T042746_C_G___M___C___T____F302_01_DGX17W,584,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,4789436,Geometry,-859.6549903769695,390.68307893459087,175.92729161648194,716,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,5870780,-10.317692,21.925715,0.7872793082133472,0.0008555653225859205,0.9999999999999999,0.7959850697830693,302,None,20250608T042727,20250617T042725
BIO_S1_STA__1S_20250608T042727_20250608T042748_C_G___M___C___T____F302_01_DGX176,BIO_S1_STA__1S_20250623T042729_20250623T042750_C_G___M___C___T____F302_01_DGX18F,584,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,4789436,Geometry,850.901904498035,-334.0995815909901,-180.15588229439862,804,ASCENDING,2025-06-08T02:52:07.349Z,5720001,5740786,6591676,-10.317692,21.925715,0.7735037085231204,0.0014411139103035053,0.9999999999999999,0.7837455638928019,302,None,20250608T042727,20250623T042729
BIO_S1_STA__1S_20250614T042804_20250614T042825_C_G___M___C___T____F304_01_DGWWSO,BIO_S1_STA__1S_20250608T042805_20250608T042826_C_G___M___C___T____F304_01_DGWWRI,672,ASCENDING,2025-06-14T02:52:06.831Z,5758005,5778788,5510332,Geometry,176.42862548364698,-112.37350401715176,-30.922177741761576,584,ASCENDING,2025-06-14T02:52:06.831Z,5758005,5778788,4789436,-8.004945,21.450228,0.9080124774756314,0.0033974805278281996,0.9999999999999999,0.9170346174165683,304,None,20250614T042804,20250608T042805
BIO_S1_STA__1S_20250614T042804_20250614T042825_C_G___M___C___T____F304_01_DGWWSO,BIO_S1_STA__1S_20250611T042804_20250611T042825_C_G___M___C___T____F304_01_DGWWR5,672,ASCENDING,2025-06-14T02:52:06.831Z,5758005,5778788,5510332,Geometry,-38.74557984895934,-31.44812310149952,4.084451934239256,628,ASCENDING,2025-06-14T02:52:06.831Z,5758005,5778788,5149884,-8.004945,21.450228,0.9497189684084717,0.0028086232645989947,0.9999999999999999,0.9585849456510878,304,None,20250614T042804,20250611T042804
BIO_S1_STA__1S_20250608T042824_20250608T042845_C_G___M___C___T____F305_01_DGX4U2,BIO_S1_STA__1S_20250614T042823_20250614T042844_C_G___M___C___T____F305_01_DGX4TU,584,ASCENDING,2025-06-08T02:52:07.349Z,5777083,5797865,4789436,Geometry,-176.90193498252836,112.25073004747348,1.5523183945132484,672,ASCENDING,2025-06-08T02:52:07.349Z,5777083,5797865,5510332,-6.845428,21.210077,0.8774656175912292,0.00031714113556474184,0.9999999999999999,0.8966945005900768,305,None,20250608T042824,20250614T042823
BIO_S1_STA__1S_20250608T042824_20250608T042845_C_G___M___C___T____F305_01_DGX4U2,BIO_S1_STA__1S_20250620T042824_20250620T042845_C_G___M___C___T____F305_01_DGX4TL,584,ASCENDING,2025-06-08T02:52:07.349Z,5777083,5797865,4789436,Geometry,136.9561480677393,-31.151917373950994,-62.295525470913674,760,ASCENDING,2025-06-08T02:52:07.349Z,5777083,5797865,6231228,-6.845428,21.210077,0.8553744510207295,0.0008032867931744291,0.9999999999999999,0.8741975617980677,305,None,20250608T042824,20250620T042824
BIO_S1_STA__1S_20250608T042824_20250608T042845_C_G___M___C___T____F305_01_DGX4U2,BIO_S1_STA__1S_20250623T042826_20250623T042847_C_G___M___C___T____F305_01_DGX4TC,584,ASCENDING,2025-06-08T02:52:07.349Z,5777083,5797865,4789436,Geometry,856.9363274982261,-332.9301544371921,-222.8403955908929,804,ASCENDING,2025-06-08T02:52:07.349Z,5777083,5797865,6591676,-6.845428,21.210077,0.6822070787413226,0.00015229859486656558,0.9999999999999999,0.7021299793316221,305,None,20250608T042824,20250623T042826
BIO_S1_STA__1S_20250608T042843_20250608T042904_C_G___M___C___T____F306_01_DGWZX1,BIO_S1_STA__1S_20250611T042842_20250611T042903_C_G___M___C___T____F306_01_DGWZXU,584,ASCENDING,2025-06-08T02:52:07.349Z,5796082,5816864,4789436,Geometry,-218.42116640883506,81.38556051146688,104.09562711587081,628,ASCENDING,2025-06-08T02:52:07.349Z,5796082,5816864,5149884,-5.689279,20.972152,0.8399192940869145,0.0007094080004298663,0.9999999999999999,0.8702268955233022,306,None,20250608T042843,20250611T042842
BIO_S1_STA__1S_20250608T042843_20250608T042904_C_G___M___C___T____F306_01_DGWZX1,BIO_S1_STA__1S_20250614T042842_20250614T042903_C_G___M___C___T____F306_01_DGWZXK,584,ASCENDING,2025-06-08T02:52:07.349Z,5796082,5816864,4789436,Geometry,-177.3081571219539,111.33679466672226,48.90645299509178,672,ASCENDING,2025-06-08T02:52:07.349Z,5796082,5816864,5510332,-5.689279,20.972152,0.8498268078489326,0.001533027732533395,0.9999999999999999,0.8708340366220854,306,None,20250608T042843,20250614T042842
BIO_S1_STA__1S_20250608T042843_20250608T042904_C_G___M___C___T____F306_01_DGWZX1,BIO_S1_STA__1S_20250623T042845_20250623T042906_C_G___M___C___T____F306_01_DGWZYD,584,ASCENDING,2025-06-08T02:52:07.349Z,5796082,5816864,4789436,Geometry,858.2319623175669,-333.7111940763257,-137.5726037415556,804,ASCENDING,2025-06-08T02:52:07.349Z,5796082,5816864,6591676,-5.689279,20.972152,0.6131045241840369,0.00022404271290028013,0.9999999999999999,0.6355197629809157,306,None,20250608T042843,20250623T042845
BIO_S1_STA__1S_20250614T042939_20250614T043000_C_G___M___C___T____F309_01_DGX829,BIO_S1_STA__1S_20250608T042940_20250608T043001_C_G___M___C___T____F309_01_DGX81Y,672,ASCENDING,2025-06-14T02:52:06.831Z,5853033,5873812,5510332,Geometry,178.15112572521173,-109.36150012885753,-53.15002825582286,584,ASCENDING,2025-06-14T02:52:06.831Z,5853033,5873812,4789436,-2.223428,20.251196,0.7153280369281373,9.517544304100991e-05,0.9999999999999999,0.7302568844010423,309,None,20250614T042939,20250608T042940
BIO_S1_STA__1S_20250614T042939_20250614T043000_C_G___M___C___T____F309_01_DGX829,BIO_S1_STA__1S_20250617T042938_20250617T042959_C_G___M___C___T____F309_01_DGX82S,672,ASCENDING,2025-06-14T02:52:06.831Z,5853033,5873812,5510332,Geometry,-678.6389474202482,278.8319654008323,169.65018646387915,716,ASCENDING,2025-06-14T02:52:06.831Z,5853033,5873812,5870780,-2.223428,20.251196,0.6643532744713402,0.0011747497729036546,0.9999999999999999,0.6744225118593055,309,None,20250614T042939,20250617T042938
BIO_S1_STA__1S_20250608T042959_20250608T043020_C_G___M___C___T____F310_01_DGWU32,BIO_S1_STA__1S_20250611T042958_20250611T043019_C_G___M___C___T____F310_01_DGWU2J,584,ASCENDING,2025-06-08T02:52:07.349Z,5872045,5892823,4789436,Geometry,-223.88493757028604,86.64507354293484,45.37621521292018,628,ASCENDING,2025-06-08T02:52:07.349Z,5872045,5892823,5149884,-1.068149,20.006057,0.8649214169291847,0.0014626316970961354,0.9999999999999999,0.8867360761682681,310,None,20250608T042959,20250611T042958
BIO_S1_STA__1S_20250608T042959_20250608T043020_C_G___M___C___T____F310_01_DGWU32,BIO_S1_STA__1S_20250614T042958_20250614T043019_C_G___M___C___T____F310_01_DGWU3H,584,ASCENDING,2025-06-08T02:52:07.349Z,5872045,5892823,4789436,Geometry,-178.2849091686459,110.31584040486217,62.80570361004711,672,ASCENDING,2025-06-08T02:52:07.349Z,5872045,5892823,5510332,-1.068149,20.006057,0.7072501721609317,0.0007247839886537522,0.9999999999999999,0.72548360351275,310,None,20250608T042959,20250614T042958
BIO_S1_STA__1S_20250608T043056_20250608T043117_C_G___M___C___T____F003_01_DGX852,BIO_S1_STA__1S_20250617T043054_20250617T043115_C_G___M___C___T____F003_01_DGX868,584,ASCENDING,2025-06-08T02:52:07.349Z,5928939,5949714,4789436,Geometry,-847.7227584704066,381.14332288577623,4.972887152304804,716,ASCENDING,2025-06-08T02:52:07.349Z,5928939,5949714,5870780,2.392695,19.271353,0.6186469477080089,0.0005835571896538308,0.9999999999999999,0.6383014577464533,3,None,20250608T043056,20250617T043054
BIO_S1_STA__1S_20250614T043502_20250614T043523_C_G___M___C___T____F016_01_DGWQF3,BIO_S1_STA__1S_20250608T043503_20250608T043523_C_G___M___C___T____F016_01_DGWQGA,673,ASCENDING,2025-06-14T04:30:17.734Z,284778,305542,5510332,Geometry,171.530442555554,-102.2144582378827,133.37372860790256,585,ASCENDING,2025-06-14T04:30:17.734Z,284778,305542,4789436,17.389771,15.908082,0.8254011740922739,0.001029938403674346,0.9999999999999999,0.858013985588427,16,None,20250614T043502,20250608T043503
BIO_S1_STA__1S_20250614T043540_20250614T043601_C_G___M___C___T____F018_01_DGWPWM,BIO_S1_STA__1S_20250608T043541_20250608T043602_C_G___M___C___T____F018_01_DGWPWV,673,ASCENDING,2025-06-14T04:30:17.734Z,323195,343958,5510332,Geometry,169.49736459702504,-102.76462542514022,53.42459615464976,585,ASCENDING,2025-06-14T04:30:17.734Z,323195,343958,4789436,19.719285,15.338402,0.712441297352382,0.00019727520242587365,0.9999999999999999,0.7564892212107752,18,None,20250614T043540,20250608T043541
BIO_S1_STA__1S_20250614T043540_20250614T043601_C_G___M___C___T____F018_01_DGWPWM,BIO_S1_STA__1S_20250617T043539_20250617T043600_C_G___M___C___T____F018_01_DGWPVN,673,ASCENDING,2025-06-14T04:30:17.734Z,323195,343958,5510332,Geometry,-598.3141230493297,260.4263150964016,293.8190270535726,717,ASCENDING,2025-06-14T04:30:17.734Z,323195,343958,5870780,19.719285,15.338402,0.6537012231559609,0.0001532316552899891,0.9999999999999999,0.6902183964363892,18,None,20250614T043540,20250617T043539
BIO_S1_STA__1S_20250608T043716_20250608T043737_C_G___M___C___T____F023_01_DGX65T,BIO_S1_STA__1S_20250617T043714_20250617T043735_C_G___M___C___T____F023_01_DGX64Z,585,ASCENDING,2025-06-08T04:30:18.272Z,418142,438900,4789436,Geometry,-725.8812646804954,333.5695908030421,198.05864637029143,717,ASCENDING,2025-06-08T04:30:18.272Z,418142,438900,5870780,25.470574,13.865613,0.32786168821098677,0.0,0.9999999999999999,0.28300309086102116,23,None,20250608T043716,20250617T043714
